RAD_Results_from_Floragenex,Batch,PLATE_no,Row_no,Inst.,Extraction_Tube_no,Species,Collector_no,Wild_Garden_Collected,Original_Source_Information,Vouchers,MOR_Herbarium_Accession_Number,Notes,Voucher_Image,Photo_1,Photo_2,City,County,State_Province,Country,Lat,Long,Georeference_Source,Cronn_CP,AFLP,Section,Floragenex Library Name,SEQUENCED ON,SEQUENCING DETAILS
YES,1,1,G9,MOR,OAK-MOR-418,Quercus sinuata,CA-DAV-MH017,UC Davis Arboretum,"Collected in : Palmetto State Park collected directly from wild; origin known Palmetto State Park: Gonzales County: Texas: 350 ft. Information from herbarium voucher specimen: """"Huge old tree, trunk 1 1/2-3 feet in diameter; in swamp forest with Q. macrocarpa and Q. shumardii; elevation 350 feet; in parking area in vicinity of concession building, Palmetto State Park, Gonzales County, Texas. D. Q. Cavagnaro 271, October 27, 1963"""" (Noted by Emily Griswold in 1999). D. Q. Cavagnaro 271. 27 Oct 1963.","MOR, UMN, DUKE, ND",174571,,,,,,Gonzales,Texas,USA,29.592827,-97.585618,Google Earth for Palmatto State Prk,NO,YES,Quercus L.,,,
YES,1,1,H9,MOR,OAK-MOR-388,Quercus stellata,IL-MOR-MH095,The Morton Arboretum,"collected by: Peter J. van der Linden, The Morton Arboretum;  in the Donnellson Unit of Shimek State Forest  in Lee County Iowa U.S.A.","MOR, UMN, DUKE, ND",174535,2 stellata not right next to eachother in RAD analysis,,http://quercus.lifedesks.org/node/358,http://quercus.lifedesks.org/node/360,,Lee,Iowa,USA,40.5849,-91.2756,Google Map to Shimek State Forest.  ,YES,YES,Quercus L.,,,
YES,1,1,A10,MOR,OAK-MOR-411,Quercus toumeyi,AZ-CH-13,Wild collected,"Arizona, USA; Chiracauha Mountains Southern portion in Rucker Canyon","MOR, DUKE, ND, MX",174223,,,,,,,Arizona,USA,31.76769306,-109.2431153,GPS,NO,YES,Quercus L.,,,
YES,1,1,B10,MOR,OAK-MOR-397,Quercus vaseyana,CA-DAV-MH039,UC Davis Arboretum,12.3 Miles South of Juno: Val Verde County: Texas: 1500 ft. D. Cavagnaro 170. 7 Oct 1963.,"MOR, UMN, DUKE, ND",174580,,,,,,Val Verde,Texas,USA,29.970985,-101.109021,"Google earth; 12.3 miles S of Juno, Texas",YES,YES,Quercus L.,,,
YES,1,1,C10,MOR,OAK-MOR-393,Quercus velutina,IL-MOR-MH076,The Morton Arboretum,"collected by: Peter J. van der Linden, The Morton Arboretum;  along Merioneth Road  in Will County Illinois U.S.A.","MOR, UMN(2), DUKE, ND, MX",174524,,,http://quercus.lifedesks.org/node/513,http://quercus.lifedesks.org/node/514,,Will,Illinois,USA,41.469049,-88.081892,"Google earth to Will Co. , IL",NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,D10,MOR,OAK-MOR-JW-2604,Quercus coccinea,JW2604,Wild collected,"Gallatin, Illinois, USA; Shawnee Pounds Hollow.",MOR,162052,*Being thrown out of RAD analysis- doesn't fit-- need more samples…,,,,,Gallatin,Illinois,USA,37.6154,-88.271083,GPS,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,E10,MOR,OAK-MOR-305,Quercus germana,IL-SH-149,Starhill Forest Arboretum,"Texas A & M ; Dallas , TX , USA ;","MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/915,http://quercus.lifedesks.org/node/941,,Dallas,,Texas,USA,32.98709,-96.768997,"Google earth to Texas A&M, Dallas, Texas",NO,YES,Quercus L.,,,
YES,1,1,F10,MOR,OAK-MOR-346,Quercus dalechampii,IL-SH-045,Starhill Forest Arboretum,"Zemplen Mts.; Tokaj, Hungary",MOR,175227,,,http://quercus.lifedesks.org/node/684,http://quercus.lifedesks.org/node/682,Tokaj,,,Hungary,48.129866,21.38759,"Google Earth to Tokaj, Hungary",NO,YES,Quercus L.,,,
YES,1,1,G10,MOR,OAK-MOR-191,Quercus libani,IL-SH-176,Starhill Forest Arboretum,"Hillier's Arb., England, Cultivated (Eillier #88-0910 Seed Coombes 94)",MOR,175352,,,http://quercus.lifedesks.org/node/539,http://quercus.lifedesks.org/node/540,,,,,NA,NA,"unknown….So according to international oak society.. Natural range is WEST ASIA: W IRAN, NW IRAQ, N ISRAEL, N & W SYRIA, TURKEY: (E Anatolia)",NO,YES,Cerris J.C.Loudon,,,
YES,1,1,H10,MOR,OAK-MOR-516,Quercus wislizeni,"ARAM s.n. ""D""",Wild collected,"California, USA; 1 mile west of Lake County line in Mendocino City, on route 20, south side of road by driveway.",MOR,174680,,,n/a,n/a,,,California,USA,39.198371,-123.055976,Google Earth; 1 mile west on rt 20 past lake/mendocino county lines,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,A11,MOR,OAK-MOR-517,Quercus wislizeni,CA-MH072,Wild collected,"California, USA; off US route 50 towards Davis, Point View Dr Exit, along exit ramp on left hand side","MOR, UMN, DUKE, MX",174674,,,,,,,California,USA,38.731754,-120.759651,Google Earth. Exit ramp area off US rt 50 and cross road point view dr.,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,B11,MOR,OAK-MOR-520,Quercus petraea,IL-MOR-MH097,The Morton Arboretum,"collected on grounds of Lesny Zaklad Doswiadczalny Arboretum  in    Poland. (51.816667, 19.883333, 191 m)","MOR, UMN, DUKE, ND",174539,,,http://quercus.lifedesks.org/node/363,http://quercus.lifedesks.org/node/365,,,,Poland,51.816667,19.883333,GPS in provenance info,YES,YES,Quercus L.,,,
YES,1,1,C11,MOR,OAK-MOR-444,Quercus chapmanii,IL-SH-137,Starhill Forest Arboretum,"Florida pan handle, Adam 95","MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/918,,,,,Florida,USA,29.815437,-84.932003,Google Earth to ~midpoint of panhandle of FL coast ??,NO,NO,Quercus L.,,,
YES,1,1,D11,MOR,OAK-MOR-495,Quercus planipocula,IL-SH-082,Starhill Forest Arboretum,Nayarit; 15 k N. of Compostella ; Mexico; 1025m; 21-20-43N/104-55-25W(100595-5),"MOR-""Oak street""",NONE,,,,,,,Nayarit,Mexico,21.34527,-104.9236,GPS in provenance info,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,E11,MOR,OAK-MOR-357,Quercus macrocarpa,IL-MOR-MH003,The Morton Arboretum,"collected by: Edward A. Hedborn, The Morton Arboretum;  near Sauk Lake in Sauk Trail Forest Preserve in Cook County Illinois U.S.A.","(3A): MOR;                                     (3B):MOR, UMN(2), DUKE, ND, MX","3A: 174520 (flower, imm.leaves);                              3B: 174521 (mature leaves)",Collected leaves for DNA at same time as collected 3A (in flower); returned to collect 3B for mature leaves; labeled/tagged tree,,,,,Cook,Illinois,USA,41.486798,-87.799832,Google earth to Sauk Trail Forest Preserve,YES,NO,Quercus L.,,,
YES,1,1,F11,MOR,OAK-MOR-353,Quercus michauxi,IL-MOR-MH001,The Morton Arboretum,"collected by: Peter J. van der Linden, The Morton Arboretum;  in picnic ground at Big Oak Tree State Park in Mississippi County Missouri U.S.A.. (36.644722, -89.285)","MOR, UMN(2), DUKE, ND, MX",174516,,,http://quercus.lifedesks.org/node/476,http://quercus.lifedesks.org/node/470,,Mississippi,Missouri,USA,36.644722,-89.285,GPS in provenance info,YES,YES,Quercus L.,,,
YES,1,1,G11,MOR,OAK-MOR-377,Quercus vacciniifolia,CA-MH068,Wild collected,"California, USA; off US route 50 near pyramid creek trail head; prior to beginning of horsetail falls trail","MOR, UMN, DUKE, MX",174684,,,,,,,California,USA,38.811462,-120.123212,"Google earth, near pyramid creek trail along rt 50",YES,NO,Protobalanus (Trelease) A.Camus,,,
YES,1,1,H11,MOR,OAK-MOR-499,Quercus sartorii,IL-SH-078,Starhill Forest Arboretum,"Lot. 2; Javier Clavijero, Xalapa; 7950 ft.  <-(cultivated)","MOR-""Oak street"" - photo voucher",NONE,,,,,Xalapa,,,,NA,NA,NA,NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,A12,MOR,OAK-MOR-508,Quercus berberidifolia,CA-DAV-MH047,UC Davis Arboretum,"CA: Solano Co.: 0.8 mi. below summit, Mix Canyon. Gankin & J. Ben Jaacov. s.n.","MOR, UMN, DUKE, ND",174692,,,,,,Solano,California,USA,38.41167,-122.04917,GEOLocate Web App.,YES,NO,Quercus L.,,,
YES,1,1,B12,MOR,OAK-MOR-510,Quercus arkansana,IL-SH-166,Starhill Forest Arboretum,Bodcaw Ck.; Sarepta; LA; USA,MOR,175251,,,http://quercus.lifedesks.org/node/517,http://quercus.lifedesks.org/node/516,,Bodcaw,Louisiana,USA,32.892918,-93.448506,"Google Earth to Sarepta, Louisiana",NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,C12,MOR,OAK-MOR-511,Quercus austrina,IL-SH-048,Starhill Forest Arboretum,"Kolomoki Mounds SP;  GA, Early Co., USA",MOR,175342,,http://quercus.lifedesks.org/node/1005,http://quercus.lifedesks.org/node/699,http://quercus.lifedesks.org/node/698,,Early,Georgia,USA,31.468422,-84.938351,Google earth,NO,YES,Quercus L.,,,
YES,1,1,D12,MOR,OAK-MOR-533,Quercus pyrenaica,IL-SH-119,Starhill Forest Arboretum,Collected by Charles Tubesing in Miraflores De La Sierra; Spain; 1100m; N40d49' W3d46',MOR,175258,,,http://quercus.lifedesks.org/node/569,,,,,Spain,40.8166,-3.7666,GPS,NO,YES,Quercus L.,,,
YES,1,1,E12,MOR,OAK-MOR-527,Quercus marilandica,IL-MOR-MH012,The Morton Arboretum,"collected by: Midwest Plant Collecting Collaborative (MWPCC) 2004 Ozark Expedi;  along I-44 roadside, old Rte 66 in Franklin County Missouri U.S.A.. (38.265389, -91.111361, 922 ft)",MOR,174541,,,,,,Franklin,Missouri,USA,38.265389,-91.111361,GPS in provenance info,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,1,1,F12,MOR,OAK-MOR-528,Quercus vaseyana,IL-SH-075,Starhill Forest Arboretum,"Real Cp., TX; D. Richardson; 99","MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/923,,,,Real,Texas,USA,29.842715,-99.818781,"Google earth to center of Real Co., TX",NO,NO,Quercus L.,,,
YES,1,1,G12,MOR,OAK-MOR-529,Quercus griffithii,IL-SH-009,Starhill Forest Arboretum,"Paro, Bhutan; 10,000 ft.; Jason Smith; 06","MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/942,,,Paro,,,Bhutan,27.428684,89.416365,"Google Earth to Paro, Bhutan",NO,YES,Quercus L.,,,
YES,1,1,H12,MOR,OAK-MOR-532,Quercus prinoides,IL-SH-096,Starhill Forest Arboretum,"Collected by Greg Morgenson, SW of Salem, NE, Richardson Co.",MOR,175238,,,,,,Richardson,Nebraska,USA,40.076297,-95.720956,"Google Earth to Salem, Nebraska",YES,YES,Quercus L.,,,
YES,2,2,A1,MOR,OAK-MOR-127,Quercus agrifolia var. oxyadenia,CA-DAV-MH055,UC Davis Arboretum,"CA: San Diego Co; Potrero Grade: Ca 5 mi west if Potrero on a NW facing slope, 2000 ft, Wayne Roderick, sn","MOR, UMN, DUKE, ND",174697,,,,,,San Diego,California,USA,32.601494,-116.69697,Google earth; ~5 miles west of Potrero CA.,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,B1,MOR,OAK-MOR-443,Quercus canbyi,IL-SH-133,Starhill Forest Arboretum,"34M42S100991, Chioinque Monterrey, 3000 ft, 91","MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/919,,,Monterrey,,,Mexico,25.643758,-100.21169,"Google earth to Chipinque Monterrey, NL, Mexico",NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,C1,MOR,OAK-MOR-543,Quercus canbyi,IL-SH-132,Starhill Forest Arboretum,Ex horto Addison TX DROO<-(cultivated),"MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/920,,,,,,,NA,NA,NA,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,D1,MOR,OAK-MOR-509,Quercus arkansana,IL-SH-092,Starhill Forest Arboretum,"Webster Co., GA,  USA",MOR,175321,,http://quercus.lifedesks.org/node/1003,,,,Webster,Georgia,USA,32.034677,-84.53805,"Google earth to middle of Webster Co, GA",NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,E1,MOR,OAK-MOR-544,Quercus boyntonii,IL-SH-179,Starhill Forest Arboretum,"Gadsden, AL, USA ",MOR,175334,,,http://quercus.lifedesks.org/node/519,,Gadsden,Etowah,Alabama,USA,34.014264,-86.00664,"Google Earth; Gadsden, AL",NO,YES,Quercus L.,,,
YES,2,2,F1,MOR,OAK-MOR-441A,Quercus buckleyi,IL-SH-158,Starhill Forest Arboretum,"San Antonio Botanic Gard.; San Antonio,  TX, USA ",MOR,175398,,,http://quercus.lifedesks.org/node/520,http://quercus.lifedesks.org/node/521,,,,,NA,NA,"mentions san antonio botanic garden, so not sure…",NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,G1,MOR,OAK-MOR-545 ,Quercus fabri,IL-SH-141,Starhill Forest Arboretum,"Huating temple, xi shan, yunnan 99","MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/921,,,,,Yunnan,China,24.978589,102.619605,Google Earth of Xishan mountain forest park,NO,YES,Quercus L.,,,
YES,2,2,H1,MOR,OAK-MOR-546,Quercus gambelii,AZ-CH-11,Wild collected,"Arizona, USA; Chiracauha Mountains Southern portion in Rucker Canyon","MOR, DUKE, ND, MX",174218,,,http://quercus.lifedesks.org/node/183,http://quercus.lifedesks.org/node/181,,,Arizona,USA,31.75663448,-109.2431153,GPS,YES,NO,Quercus L.,,,
YES,2,2,A2,MOR,OAK-MOR-429,Quercus gravesii,IL-SH-100,Starhill Forest Arboretum,"Glass Mtns., TX,USA ",MOR,175240,"Putative hybrid with Quercus buckleyi, and falls near Q. buckleyi / Q. shumardii in RAD tree",http://quercus.lifedesks.org/node/963,,,,,Texas,USA,30.433333,-103.116667,"Google, and google earth to Glass Mountains, Texas",NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,B2,MOR,OAK-MOR-485,Quercus graciliformis,IL-SH-010,Starhill Forest Arboretum,Blue Cr. Canyon; Chisos Mts. TX; Simpson; 96,"MOR-""Oak street"" - photo voucher",,,http://quercus.lifedesks.org/node/922,,,,,Texas,USA,29.216499,-103.369292,Trail head for Blue Creek Canyon Trail,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,C2,MOR,OAK-MOR-430,Quercus havardii,IL-SH-099,Starhill Forest Arboretum,"Callahan Co., TX, USA",MOR-photo voucher,176064,,n/a-photo voucher-see photos on lifedesks,,,,Callahan,Texas,USA,32.28564,-99.449411,Google earth to Callahan Co. TX,NO,YES,Quercus L.,,,
RAD didn't work; 2948 reads obtained,2,2,D2,UMN,OAK-UMN-398,Quercus affinis,(JBC-MX-??-ZA-426),Wild collected,"Mexico, Q. affinis Zacatlan 426",,,,,,,Zacatlán,,Puebla,Mexico,19.935006,-97.96513,"Google earth to Zacatlan, MX. (should the ??? abbreviation be for Puebla??)",NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,E2,MOR,OAK-MOR-428,Quercus pungens,IL-SH-098,Starhill Forest Arboretum,"McKittrick Canyon, Guadalupe Mtns. NP; TX, USA",MOR-photo voucher,176067,,n/a-photo voucher-see photos on lifedesks,,,,,Texas,USA,31.97917,-104.75417,GEOLocate Web App.,NO,NO,Quercus L.,,,
YES,2,2,F2,MOR,OAK-MOR-125,Quercus mohriana,CA-DAV-MH051,UC Davis Arboretum,"1200 ft upstream from Rock House, McKittrick Canyon:Culberson County: Texas: 5250 ft. D. Cavagnaro 198. 11 Oct 1963.","MOR, UMN, DUKE, ND",174704,,,,,,Culberson,Texas,USA,31.979167,-104.754722,"Google earth of McKittrick Canyon, in Texas",YES,YES,Quercus L.,,,
YES,2,2,G2,MOR,OAK-MOR-548,Quercus oglethorpensis,IL-MOR-MH104,The Morton Arboretum,collected south of the town of Ninety Six at Star Fort in Greenwood County South Carolina U.S.A.,"MOR, UMN, DUKE, ND",174565,,,http://quercus.lifedesks.org/node/413,http://quercus.lifedesks.org/node/421,,Greenwood,South Carolina,USA,34.142506,-82.016361,"Google Earth, Placed  at ninety Six National Historic Site, which I think = Star Fort. Definitely south of Ninety Six.",NO,YES,Quercus L.,,,
YES,2,2,H2,MOR,OAK-MOR-521,Quercus pedunculiflora  syn of Quercus robur subsp. pedunculiflora,IL-SH-175,Starhill Forest Arboretum,"Branesti, Romania",MOR,175399,,,,,Branesti,,,Romania,44.455392,26.357049,"Google Earth of Branesti, Romania",NO,YES,Quercus L.,,,
YES,2,2,A3,MOR,OAK-MOR-498,Quercus rubra,IL-MOR-MH085,The Morton Arboretum,"collected by: Edward A. Hedborn, The Morton Arboretum;  from above Sauk Lake in Sauk Trail Forest Preserve in Cook County Illinois U.S.A.","MOR, UMN, DUKE, ND",174465,,,,,,Cook,Illinois,USA,41.486556,-87.79976,Google Earth to Sauk Lake Forest Preserve,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,B3,MOR,OAK-MOR-500,Quercus texana = Quercus nuttallii var. cachensis ,IL-SH-028,Starhill Forest Arboretum,"Horeshoe Lake; Olive Branch, IL, USA",MOR,175241,"this is closer to the palustris than to the other texana 'New Madrid"" in both the RAD and AFLP analysis",http://quercus.lifedesks.org/node/976,,,,Alexander,Illinois,USA,37.169414,-89.351642,"google maps of Olive Branch, IL",NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,C3,MOR,OAK-MOR-365,Quercus toumeyi,AZ-CH-07,Wild collected,"Arizona, USA; Chiracauha Mountains Southern portion in Rucker Canyon","MOR, DUKE, ND, MX",174238,,,,,,,,,31.890411,-109.2431153,GPS,NO,NO,Quercus L.,,,
YES,2,2,D3,MOR,OAK-MOR-537,Quercus turbinella,AZ-CH-06,Wild collected,"Arizona, USA; Chiracauha Mountains Southwestern Research Station","MOR, DUKE, ND, MX",174227,,,,,,,,,32.158973,-109.44627,GPS,NO,YES,Quercus L.,,,
YES,2,2,E3,MOR,OAK-MOR-507,Quercus berberidifolia,"ARAM s.n. ""A""",Wild collected,"California, USA; 1 mile west of Lake County line in Mendocino City, on route 20, south side of road by driveway.",MOR,174687,,,n/a,n/a,Mendocino,,California,USA,39.198371,-123.055976,Google Earth; 1 mile west on rt 20 past lake/mendocino county lines,NO,YES,Quercus L.,,,
YES,2,2,F3,UMN,OAK-UMN-009,Quercus laurifolia,JCB-US-FL-SF-LA-1,Wild collected,"San Felasco, Florida, USA; accessed by""Old Spanish Way"" or power lines-off trail- in water of a swamp lake- surrounded by floodplain forest, @ edge of ""Sanchez Prairie""-16-17""DBH-5'+tall",,175167,,,,,,,Florida,USA,29.74618333,-82.45951667,GPS,NO,YES,Lobatae G.Don in J.C.Loudon,,,
"RAD didn't work; 89,697 reads obtained",2,2,G3,UMN,OAK-UMN-383,Quercus insignis,JCB-HN-UY-39,Wild collected,Honduras; Uyuca Mountain - Biological reserve,,176566,,,,,,,,Honduras,14.02920116,-87.0720708,UTM converter,NO,NO,Quercus L.,,,
YES,2,2,H3,UMN,OAK-UMN-343,Quercus purulhana,JCB-BZ-MPR-PU-6,Wild collected,Belize ,,,,,,,,,,Belize,17.153462,-88.718554,"Google Earth to center of Belize, maybe can get more specific",NO,NO,Quercus L.,,,
YES,2,2,A4,UMN,OAK-UMN-004,Quercus chapmanii,JCB-US-FL-RR-CH-1,Wild collected,"Florida, USA; Rivers rise preserve-Old Bellamy Rd.- this is seed tree FL-2,@ third sign turn rt(SW) - ""Sweetwater trail"", located 87p on left.before reflective trail marker 3""DBH, 12-15' tall.","UMN, MOR",175169,,,,,,,Florida,USA,29.90018333,-82.5802,GPS,NO,YES,Quercus L.,,,
YES,2,2,B4,UMN,OAK-UMN-005,Quercus falcata,JCB-US-FL-SF-FA-1,Wild collected,"Florida, United States",,175170,,,,,,,Florida,USA,29.73975,-82.46201667,GPS,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,C4,UMN,OAK-UMN-007,Quercus inopina,JCB-US-FL-AB-IP-1,Wild collected,"Florida, USA; Archbold Biological Station- area has not been burned in a few yrs. -Mature foliage. 3-4' high-curled & cupped -upright reaching limbs- w/acorns. Extensive clones.","UMN, MOR",175158,,,,,,,Florida,USA,27.18376667,-81.35301667,GPS,NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,D4,UMN,OAK-UMN-011,Quercus lyrata,JCB-US-FL-JE-LY-1,Wild collected,"Florida, United States",,175172,,,,,,,Florida,USA,29.92846667,-82.55156667,GPS,NO,NO,Quercus L.,,,
YES,2,2,E4,UMN,OAK-UMN-013,Quercus myrtifolia,JCB-US-FL-AB-MY-2,Wild collected,"Florida, United States",,175164,,,,,,,Florida,USA,27.18286667,-81.35188333,GPS,NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,F4,DUKE,PM11,Quercus stellata,PM11,Wild collected,"North Carolina, USA; Durham county; 3658 Pineview Circle",,,2 stellata not right next to eachother in RAD analysis,,,,,Durham,North Carolina,USA,35.976736,-78.98655,PM gps info,NO,NO,Quercus L.,,,
YES,2,2,G4,UMN,OAK-UMN-041,Quercus resinosa,JCB-MX-JA-TM-110,Wild collected,"Jalisco, Mexico","UMN, MOR",175914,not falling next to each other,http://quercus.lifedesks.org/node/910,,,,,Jalisco,Mexico,20.89629097,-105.4095188,GPS,NO,YES,Quercus L.,,,
YES,2,2,H4,UMN,OAK-UMN-045,Quercus gentryi,JCB-MX-JA-TM-114,Wild collected,"Jalisco, Mexico","UMN, MOR",175891,,http://quercus.lifedesks.org/node/866,,,,,Jalisco,Mexico,20.89629097,-105.4095188,GPS,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,A5,UMN,OAK-UMN-346,Quercus elliptica,JCB-HN-TA-3,Wild collected,Honduras; Las Tablas,,176579,,,,,,,0,Honduras,14.01246365,-87.0347178,UTM converter,NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,B5,UMN,OAK-UMN-356,Quercus cortesii,JCB-HN-UY-11,Wild collected,Honduras; Uyuca Mountain - Biological reserve,,176584,,,,,,,0,Honduras,14.02504205,-87.07138419,UTM converter,NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,C5,UMN,OAK-UMN-378,Quercus lancifolia,JCB-HN-UY-34,Wild collected,Honduras; Uyuca Mountain - Biological reserve,,176571,,,,,,,0,Honduras,14.02804403,-87.07123693,UTM converter,NO,YES,Quercus L.,,,
YES,2,2,D5,UMN,OAK-UMN-381,Quercus eugeniifolia,JCB-HN-UY-37,Wild collected,Honduras; Uyuca Mountain - Biological reserve,,176568,,,,,,,0,Honduras,14.02826089,-87.07173711,UTM converter,NO,NO,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,E5,UMN,OAK-UMN-385,Quercus sapotifolia,JCB-HN-UY-41,Wild collected,Honduras; Uyuca Mountain - Biological reserve,,176615,,,,,,,0,Honduras,14.03337799,-87.07390586,UTM converter,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,F5,UMN,OAK-UMN-352,Quercus eugeniifolia,JCB-HN-UY-8,Wild collected,Honduras; Uyuca Mountain - Biological reserve,,176581,,,,,,,0,Honduras,14.02512347,-87.07124529,UTM converter,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,G5,UMN,OAK-UMN-146,Quercus deserticola,JCB-MX-JA-MS-214,Wild collected,"Jalisco, Mexico; Montana Santa Fe","UMN, MOR",175915,,http://quercus.lifedesks.org/node/911,,,,,Jalisco,Mexico,20.4992113,-103.0308642,GPS,NO,YES,Quercus L.,,,
YES,2,2,H5,UMN,OAK-UMN-091,Quercus deserticola,JCB-MX-JA-NC-160,Wild collected,"Jalisco, Mexico; Nevado de Colima","UMN, MOR",175911,,http://quercus.lifedesks.org/node/902,,,,,Jalisco,Mexico,19.62579235,-103.5423565,GPS,NO,YES,Quercus L.,,,
YES,2,2,A6,UMN,OAK-UMN-265,Quercus glaucoides,JCB-MX-OA-PA-14,Wild collected,"Oaxaca, Mexico; Papalo",,175517,"ID'd in database as Q. glaucescens, but voucher listed as Q. glaucoides.",http://quercus.lifedesks.org/node/960,,,,,Oaxaca,Mexico,17.83546267,-96.91566708,GPS,NO,YES,Quercus L.,,,
YES,2,2,B6,UMN,OAK-UMN-268,Quercus scytophylla,JCB-MX-OA-PA-17,Wild collected,"Oaxaca, Mexico; Papalo",,175529,,,,,,,Oaxaca,Mexico,17.84560377,-96.89748287,GPS,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,C6,UMN,OAK-UMN-311,Quercus elliptica,JCB-MX-OA-PO-60,Wild collected,"Oaxaca, Mexico; Pochutla",,175497,,,,,,,Oaxaca,Mexico,15.96032917,-96.46176145,GPS,NO,YES,Lobatae G.Don in J.C.Loudon,,,
YES,2,2,D6,UMN,OAK-UMN-255,Quercus conzattii,JCB-MX-OA-TE-4,Wild collected,"Oaxaca, Mexico; Teotitlan",,175550,,,,,,,Oaxaca,Mexico,18.17986887,-97.04693288,GPS,NO,YES,Lobatae G.Don in J.C.Loudon,,,
